cod_est,FECHA,T_Med,SumaDeLluvia
AL008,2019-11-05T00:00:00,9.108375,0
AL008,2019-11-06T00:00:00,8.06933333333333,0
AL008,2019-11-07T00:00:00,8.75070833333333,0
AL008,2019-11-08T00:00:00,5.37375,0
AL008,2019-11-09T00:00:00,6.54629166666667,0
AL008,2019-11-10T00:00:00,6.26533333333333,0
AL008,2019-11-11T00:00:00,5.47229166666667,0
AL008,2019-11-12T00:00:00,6.95891666666667,0
AL008,2019-11-13T00:00:00,8.58375,0
AL008,2019-11-14T00:00:00,6.13570833333333,1.6
AL008,2019-11-15T00:00:00,2.58775,0
AL008,2019-11-16T00:00:00,2.717625,0
AL008,2019-11-17T00:00:00,3.9025,0.4
AL008,2019-11-18T00:00:00,5.85479166666667,10.5
AL008,2019-11-19T00:00:00,4.02275,0
AL008,2019-11-20T00:00:00,3.925625,0.1
AL008,2019-11-21T00:00:00,6.332875,4.3
AL008,2019-11-22T00:00:00,6.75658333333333,29.3
AL008,2019-11-23T00:00:00,5.55566666666667,2.4
AL008,2019-11-24T00:00:00,4.99141666666667,0
AL008,2019-11-25T00:00:00,8.32079166666667,0
AL008,2019-11-26T00:00:00,10.3724583333333,0
AL008,2019-11-27T00:00:00,9.83325,0
AL008,2019-11-28T00:00:00,7.0232,0
AL008,2019-11-29T00:00:00,9.97463157894737,0
AL008,2019-11-30T00:00:00,11.6954166666667,0
AL008,2019-12-01T00:00:00,8.16429166666667,0
AL008,2019-12-02T00:00:00,5.3405,5.8
AL008,2019-12-03T00:00:00,2.94554166666667,9
AL008,2019-12-04T00:00:00,4.81758333333333,0.1
AL008,2019-12-05T00:00:00,5.06616666666667,0
AL008,2019-12-06T00:00:00,5.19104166666667,0.1
AL008,2019-12-07T00:00:00,4.98158333333333,6.6
AL008,2019-12-08T00:00:00,6.49454166666667,0.1
AL008,2019-12-09T00:00:00,8.76420833333333,0
AL008,2019-12-10T00:00:00,8.20004166666667,0
AL008,2019-12-11T00:00:00,7.29166666666667,0
AL008,2019-12-12T00:00:00,4.16304166666667,0.1
AL008,2019-12-13T00:00:00,8.01770833333334,0
AL008,2019-12-14T00:00:00,7.16979166666667,0
AL008,2019-12-15T00:00:00,7.253125,0
AL008,2019-12-16T00:00:00,6.881125,0
AL008,2019-12-17T00:00:00,5.38933333333333,0.1
AL008,2019-12-18T00:00:00,4.59904166666667,0
AL008,2019-12-19T00:00:00,8.20416666666667,0
AL008,2019-12-20T00:00:00,10.706375,20.5
AL008,2019-12-21T00:00:00,11.9854166666667,0
AL008,2019-12-22T00:00:00,8.98641666666667,0
AL008,2019-12-23T00:00:00,10.2664166666667,0
AL008,2019-12-24T00:00:00,8.708,0
AL008,2019-12-25T00:00:00,10.0471666666667,0
AL008,2019-12-26T00:00:00,11.6582916666667,0
AL008,2019-12-27T00:00:00,7.55358333333333,0
AL008,2019-12-28T00:00:00,6.736875,0
AL008,2019-12-29T00:00:00,2.81116666666667,0.4
AL008,2019-12-30T00:00:00,1.89154166666667,0.3
AL008,2019-12-31T00:00:00,2.211125,0.2
