COD_EST,FECHA,T_MED,LLUVIA
AL008,2002-08-01T00:00:00,20.1875,0
AL008,2002-08-02T00:00:00,17.93696,0
AL008,2002-08-03T00:00:00,20.63041,0
AL008,2002-08-04T00:00:00,22.59416,0
AL008,2002-08-05T00:00:00,18.49693,1.4
AL008,2002-08-06T00:00:00,15.51,0
AL008,2002-08-07T00:00:00,20.22833,0
AL008,2002-08-08T00:00:00,21.50041,0
AL008,2002-08-09T00:00:00,21.98167,0
AL008,2002-08-10T00:00:00,19.77292,0
AL008,2002-08-11T00:00:00,19.96625,0
AL008,2002-08-12T00:00:00,20.43917,0
AL008,2002-08-13T00:00:00,21.78542,0
AL008,2002-08-14T00:00:00,21.69417,0
AL008,2002-08-15T00:00:00,22.42333,0
AL008,2002-08-16T00:00:00,21.20542,0
AL008,2002-08-17T00:00:00,21.26417,0
AL008,2002-08-18T00:00:00,20.9025,0
AL008,2002-08-19T00:00:00,20.39167,0
AL008,2002-08-20T00:00:00,21.07708,0
AL008,2002-08-21T00:00:00,19.92583,0
AL008,2002-08-22T00:00:00,20.30584,0
AL008,2002-08-23T00:00:00,17.53917,19
AL008,2002-08-24T00:00:00,16.46958,6.6
AL008,2002-08-25T00:00:00,16.4875,0.6
AL008,2002-08-26T00:00:00,16.14625,0
AL008,2002-08-27T00:00:00,17.055,0
AL008,2002-08-28T00:00:00,16.99208,0.2
AL008,2002-08-29T00:00:00,17.9925,0
AL008,2002-08-30T00:00:00,18.9875,0
AL008,2002-08-31T00:00:00,20.47209,0
AL008,2002-09-01T00:00:00,18.87417,0
AL008,2002-09-02T00:00:00,18.40084,0.2
AL008,2002-09-03T00:00:00,19.29125,0
AL008,2002-09-04T00:00:00,17.34833,0
AL008,2002-09-05T00:00:00,18.70416,0
AL008,2002-09-06T00:00:00,17.185,0
AL008,2002-09-07T00:00:00,18.94167,1
AL008,2002-09-08T00:00:00,19.44792,0
AL008,2002-09-09T00:00:00,18.26833,0
AL008,2002-09-10T00:00:00,18.44417,0
AL008,2002-09-11T00:00:00,18.18826,0.2
AL008,2002-09-12T00:00:00,19.37916,0
AL008,2002-09-13T00:00:00,19.88167,0
AL008,2002-09-14T00:00:00,17.69,0
AL008,2002-09-15T00:00:00,17.87166,0
AL008,2002-09-16T00:00:00,17.40166,2.8
AL008,2002-09-17T00:00:00,17.44375,0.8
AL008,2002-09-18T00:00:00,17.40417,0
AL008,2002-09-19T00:00:00,17.97708,0
AL008,2002-09-20T00:00:00,17.88417,3.2
AL008,2002-09-21T00:00:00,17.18708,0
AL008,2002-09-22T00:00:00,14.955,0
AL008,2002-09-23T00:00:00,13.94583,0
AL008,2002-09-24T00:00:00,14.47167,0
AL008,2002-09-25T00:00:00,14.29458,1.8
AL008,2002-09-26T00:00:00,15.19875,0.2
AL008,2002-09-27T00:00:00,15.67083,0
AL008,2002-09-28T00:00:00,15.51042,0.4
AL008,2002-09-29T00:00:00,14.715,0.2
AL008,2002-09-30T00:00:00,14.25458,0
AL008,2002-10-01T00:00:00,11.88917,7.2
AL008,2002-10-02T00:00:00,13.16875,2.8
AL008,2002-10-03T00:00:00,15.44792,0.6
AL008,2002-10-04T00:00:00,14.19583,1.6
AL008,2002-10-05T00:00:00,13.71917,0
AL008,2002-10-06T00:00:00,14.17875,0.2
AL008,2002-10-07T00:00:00,15.09292,0
AL008,2002-10-08T00:00:00,14.60375,0.2
AL008,2002-10-09T00:00:00,11.36712,1.4
AL008,2002-10-10T00:00:00,7.022708,1.8
AL008,2002-10-11T00:00:00,10.36704,0
AL008,2002-10-12T00:00:00,13.29292,0.6
AL008,2002-10-13T00:00:00,15.09458,0
AL008,2002-10-14T00:00:00,16.05,0
AL008,2002-10-15T00:00:00,17.42459,0
AL008,2002-10-16T00:00:00,16.64375,3
AL008,2002-10-17T00:00:00,12.49,0
AL008,2002-10-18T00:00:00,9.720374,0
AL008,2002-10-19T00:00:00,13.19083,0
AL008,2002-10-20T00:00:00,15.35417,0
AL008,2002-10-21T00:00:00,15.76167,0.2
AL008,2002-10-22T00:00:00,12.93083,0
AL008,2002-10-23T00:00:00,11.81625,0
AL008,2002-10-24T00:00:00,11.58121,0
AL008,2002-10-25T00:00:00,14.69917,0
AL008,2002-10-26T00:00:00,14.69158,0
AL008,2002-10-27T00:00:00,14.03042,0
AL008,2002-10-28T00:00:00,12.41121,0
AL008,2002-10-29T00:00:00,11.71271,0
AL008,2002-10-30T00:00:00,13.93204,0.2
AL008,2002-10-31T00:00:00,12.34167,0
AL008,2002-11-01T00:00:00,11.16904,0
AL008,2002-11-02T00:00:00,13.41958,0
AL008,2002-11-03T00:00:00,14.24542,0
AL008,2002-11-04T00:00:00,13.49708,0
AL008,2002-11-05T00:00:00,11.0475,0
AL008,2002-11-06T00:00:00,11.86013,0
AL008,2002-11-07T00:00:00,11.3525,0
AL008,2002-11-08T00:00:00,10.71371,0
AL008,2002-11-09T00:00:00,12.64083,0
AL008,2002-11-10T00:00:00,13.95667,0
AL008,2002-11-11T00:00:00,12.91667,0
AL008,2002-11-12T00:00:00,11.65625,0
AL008,2002-11-13T00:00:00,11.23175,0
AL008,2002-11-14T00:00:00,8.163626,15.6
AL008,2002-11-15T00:00:00,6.525041,2.6
AL008,2002-11-16T00:00:00,5.676708,0.6
AL008,2002-11-17T00:00:00,5.129667,0
AL008,2002-11-18T00:00:00,6.385624,0
AL008,2002-11-19T00:00:00,8.557918,1
AL008,2002-11-20T00:00:00,5.105667,2.8
AL008,2002-11-21T00:00:00,9.195125,3.6
AL008,2002-11-22T00:00:00,7.35475,0
AL008,2002-11-23T00:00:00,7.1795,6.8
AL008,2002-11-24T00:00:00,5.175625,15.2
AL008,2002-11-25T00:00:00,4.316666,0
AL008,2002-11-26T00:00:00,5.439291,0
AL008,2002-11-27T00:00:00,10.61354,0
AL008,2002-11-28T00:00:00,10.69062,0.2
AL008,2002-11-29T00:00:00,5.834541,0.2
AL008,2002-11-30T00:00:00,8.162248,0
AL008,2002-12-01T00:00:00,6.569,1
AL008,2002-12-02T00:00:00,8.589457,0
AL008,2002-12-03T00:00:00,5.031708,0
AL008,2002-12-04T00:00:00,5.722084,2.6
AL008,2002-12-05T00:00:00,6.28125,0
AL008,2002-12-06T00:00:00,1.933,0
AL008,2002-12-07T00:00:00,3.495833,0
AL008,2002-12-08T00:00:00,4.435583,0
AL008,2002-12-09T00:00:00,2.954541,0.4
AL008,2002-12-10T00:00:00,5.474082,0.2
AL008,2002-12-11T00:00:00,5.149334,0
AL008,2002-12-12T00:00:00,4.781791,0
AL008,2002-12-13T00:00:00,4.607542,0
AL008,2002-12-14T00:00:00,7.3095,1.2
AL008,2002-12-15T00:00:00,6.949249,0
AL008,2002-12-16T00:00:00,5.250249,0
AL008,2002-12-17T00:00:00,11.92692,0.6
AL008,2002-12-18T00:00:00,10.60959,4
AL008,2002-12-19T00:00:00,9.835001,5.2
AL008,2002-12-20T00:00:00,7.932874,0
AL008,2002-12-21T00:00:00,6.924292,0.2
AL008,2002-12-22T00:00:00,7.505333,0.2
AL008,2002-12-23T00:00:00,10.01067,0
AL008,2002-12-24T00:00:00,9.43125,0
AL008,2002-12-25T00:00:00,10.35583,0
AL008,2002-12-26T00:00:00,9.190126,0
AL008,2002-12-27T00:00:00,6.400584,8
AL008,2002-12-28T00:00:00,4.585875,0.8
AL008,2002-12-29T00:00:00,6.928167,0
AL008,2002-12-30T00:00:00,6.636499,0.8
AL008,2002-12-31T00:00:00,5.275625,0
AL008,2003-01-01T00:00:00,8.578332,0
AL008,2003-01-02T00:00:00,9.234998,0
AL008,2003-01-03T00:00:00,9.198791,0
AL008,2003-01-04T00:00:00,6.847792,1.2
AL008,2003-01-05T00:00:00,6.341417,0
AL008,2003-01-06T00:00:00,3.390709,2.2
AL008,2003-01-07T00:00:00,3.925626,2.4
AL008,2003-01-08T00:00:00,4.673834,1.6
AL008,2003-01-09T00:00:00,2.175458,0.6
AL008,2003-01-10T00:00:00,0.1607917,3.6
AL008,2003-01-11T00:00:00,-4.113708,0
AL008,2003-01-12T00:00:00,-2.725105,1.2
AL008,2003-01-13T00:00:00,-0.9096667,3.8
AL008,2003-01-14T00:00:00,-2.789375,0.2
AL008,2003-01-15T00:00:00,-1.034208,1.2
AL008,2003-01-16T00:00:00,0.2936665,0.2
AL008,2003-01-17T00:00:00,1.582583,0
AL008,2003-01-18T00:00:00,2.494334,0
AL008,2003-01-19T00:00:00,4.300917,2.6
AL008,2003-01-20T00:00:00,3.911458,1.2
AL008,2003-01-21T00:00:00,6.265041,11.8
AL008,2003-01-22T00:00:00,6.351833,3
AL008,2003-01-23T00:00:00,6.218416,0
AL008,2003-01-24T00:00:00,3.69175,0
AL008,2003-01-25T00:00:00,4.367999,0
AL008,2003-01-26T00:00:00,5.237626,0
AL008,2003-01-27T00:00:00,9.384168,0
AL008,2003-01-28T00:00:00,10.352,0
AL008,2003-01-29T00:00:00,5.712333,0
AL008,2003-01-30T00:00:00,1.551583,0
AL008,2003-01-31T00:00:00,-0.8527916,0.2
AL008,2003-02-01T00:00:00,-1.54,0
AL008,2003-02-02T00:00:00,4.1865,0
AL008,2003-02-03T00:00:00,6.534458,0
AL008,2003-02-04T00:00:00,5.972291,23.4
AL008,2003-02-05T00:00:00,6.445082,0
AL008,2003-02-06T00:00:00,5.35675,0
AL008,2003-02-07T00:00:00,4.176376,3.4
AL008,2003-02-08T00:00:00,2.8,0.4
AL008,2003-02-09T00:00:00,4.038291,0
AL008,2003-02-10T00:00:00,5.8775,0.2
AL008,2003-02-11T00:00:00,6.258833,0
AL008,2003-02-12T00:00:00,6.479666,0.8
AL008,2003-02-13T00:00:00,3.750375,26.8
AL008,2003-02-14T00:00:00,2.580292,5
AL008,2003-02-15T00:00:00,0.6488751,1.6
AL008,2003-02-16T00:00:00,2.177083,0
AL008,2003-02-17T00:00:00,1.856458,0
AL008,2003-02-18T00:00:00,6.683335E-02,5.800001
AL008,2003-02-19T00:00:00,3.563583,6.6
AL008,2003-02-20T00:00:00,2.962333,0
AL008,2003-02-21T00:00:00,3.886083,0
AL008,2003-02-22T00:00:00,5.079792,0.2
AL008,2003-02-23T00:00:00,5.132292,0
AL008,2003-02-24T00:00:00,4.741834,0
AL008,2003-02-25T00:00:00,6.547041,9.2
AL008,2003-02-26T00:00:00,4.581208,6.2
AL008,2003-02-27T00:00:00,4.53625,6.399999
AL008,2003-02-28T00:00:00,6.93375,0
AL008,2003-03-01T00:00:00,9.373708,0
AL008,2003-03-02T00:00:00,9.820125,0
AL008,2003-03-03T00:00:00,10.54417,0
AL008,2003-03-04T00:00:00,12.13733,0
AL008,2003-03-05T00:00:00,9.959749,0
AL008,2003-03-06T00:00:00,9.940207,0
AL008,2003-03-07T00:00:00,7.329458,0.2
AL008,2003-03-08T00:00:00,7.837335,0
AL008,2003-03-09T00:00:00,7.644042,0
AL008,2003-03-10T00:00:00,7.268124,0.4
AL008,2003-03-11T00:00:00,7.938999,0
AL008,2003-03-12T00:00:00,12.22067,0
AL008,2003-03-13T00:00:00,11.03592,0
AL008,2003-03-14T00:00:00,11.62967,0
AL008,2003-03-15T00:00:00,8.741626,0.2
AL008,2003-03-16T00:00:00,4.197083,3
AL008,2003-03-17T00:00:00,2.22425,4.4
AL008,2003-03-18T00:00:00,3.266958,1
AL008,2003-03-19T00:00:00,4.122584,0
AL008,2003-03-20T00:00:00,5.102916,0
AL008,2003-03-21T00:00:00,5.270208,0
AL008,2003-03-22T00:00:00,6.768042,0
AL008,2003-03-23T00:00:00,7.850626,0
AL008,2003-03-24T00:00:00,5.540335,0.2
AL008,2003-03-25T00:00:00,6.467625,0.8
AL008,2003-03-26T00:00:00,9.944461,0
AL008,2003-03-27T00:00:00,8.070207,4.6
AL008,2003-03-28T00:00:00,8.249125,0.2
AL008,2003-03-29T00:00:00,8.152166,15.8
AL008,2003-03-30T00:00:00,8.959667,0.4
AL008,2003-03-31T00:00:00,9.597542,0
AL008,2003-04-01T00:00:00,8.789666,0
AL008,2003-04-02T00:00:00,10.85567,0
AL008,2003-04-03T00:00:00,8.109666,0
AL008,2003-04-04T00:00:00,3.946542,0
AL008,2003-04-05T00:00:00,4.496042,0
AL008,2003-04-06T00:00:00,9.619125,0.2
AL008,2003-04-07T00:00:00,11.99683,0
AL008,2003-04-08T00:00:00,8.835124,0
AL008,2003-04-09T00:00:00,9.427752,2.6
AL008,2003-04-10T00:00:00,10.92833,0
AL008,2003-04-11T00:00:00,8.220208,0.4
AL008,2003-04-12T00:00:00,10.32917,0
AL008,2003-04-13T00:00:00,11.36475,0.4
AL008,2003-04-14T00:00:00,8.602041,14.8
AL008,2003-04-15T00:00:00,8.329417,0.2
AL008,2003-04-16T00:00:00,8.105458,0.2
AL008,2003-04-17T00:00:00,9.081875,0
AL008,2003-04-18T00:00:00,9.743833,0
AL008,2003-04-19T00:00:00,8.548917,0.6
AL008,2003-04-20T00:00:00,7.555041,0.8
AL008,2003-04-21T00:00:00,8.713084,0
AL008,2003-04-22T00:00:00,7.002041,10
AL008,2003-04-23T00:00:00,8.918042,0.2
AL008,2003-04-24T00:00:00,11.21729,0
AL008,2003-04-25T00:00:00,15.08571,0
AL008,2003-04-26T00:00:00,14.53625,0
AL008,2003-04-27T00:00:00,13.26433,0
AL008,2003-04-28T00:00:00,16.75008,0
AL008,2003-04-29T00:00:00,15.94083,0
AL008,2003-04-30T00:00:00,12.97125,0
AL008,2003-05-01T00:00:00,13.07529,0
AL008,2003-05-02T00:00:00,15.19625,0
AL008,2003-05-03T00:00:00,13.20125,0
AL008,2003-05-04T00:00:00,13.75254,0
AL008,2003-05-05T00:00:00,13.98583,3.8
AL008,2003-05-06T00:00:00,7.679997,13.2
AL008,2003-05-07T00:00:00,6.697792,1.4
AL008,2003-05-08T00:00:00,8.35875,4.4
AL008,2003-05-09T00:00:00,11.48575,0
AL008,2003-05-10T00:00:00,13.19575,0
AL008,2003-05-11T00:00:00,13.96138,0
AL008,2003-05-12T00:00:00,15.22458,0
AL008,2003-05-13T00:00:00,17.58333,0
AL008,2003-05-14T00:00:00,15.53375,0
AL008,2003-05-15T00:00:00,14.45583,0
AL008,2003-05-16T00:00:00,14.65084,2
AL008,2003-05-17T00:00:00,14.88875,0.2
AL008,2003-05-18T00:00:00,16.92042,0
AL008,2003-05-19T00:00:00,20.20542,0
AL008,2003-05-20T00:00:00,18.07833,0
AL008,2003-05-21T00:00:00,16.215,0
AL008,2003-05-22T00:00:00,16.335,0
AL008,2003-05-23T00:00:00,17.5025,0
AL008,2003-05-24T00:00:00,18.52625,0
AL008,2003-05-25T00:00:00,13.89167,0
AL008,2003-05-26T00:00:00,12.51183,0
AL008,2003-05-27T00:00:00,12.61046,0
AL008,2003-05-28T00:00:00,13.62979,0
AL008,2003-05-29T00:00:00,15.60042,0
AL008,2003-05-30T00:00:00,16.90333,0
AL008,2003-05-31T00:00:00,17.97875,0
AL008,2003-06-01T00:00:00,18.10292,0
AL008,2003-06-02T00:00:00,18.65959,0
AL008,2003-06-03T00:00:00,18.46875,0
AL008,2003-06-04T00:00:00,17.1075,0.4
AL008,2003-06-05T00:00:00,17.82291,0
AL008,2003-06-06T00:00:00,18.99,0
AL008,2003-06-07T00:00:00,19.8825,0
AL008,2003-06-08T00:00:00,20.82917,0
AL008,2003-06-09T00:00:00,20.95792,0
AL008,2003-06-10T00:00:00,21.58334,0
AL008,2003-06-11T00:00:00,21.36208,0
AL008,2003-06-12T00:00:00,21.1725,0
AL008,2003-06-13T00:00:00,22.4875,0
AL008,2003-06-14T00:00:00,22.7525,0
AL008,2003-06-15T00:00:00,21.14167,5.6
AL008,2003-06-16T00:00:00,19.62667,8.8
AL008,2003-06-17T00:00:00,20.34333,0
AL008,2003-06-18T00:00:00,20.34042,0
AL008,2003-06-19T00:00:00,20.17292,0
AL008,2003-06-20T00:00:00,20.29292,0
AL008,2003-06-21T00:00:00,21.8425,0
AL008,2003-06-22T00:00:00,22.28417,0
AL008,2003-06-23T00:00:00,23.37917,0
AL008,2003-06-24T00:00:00,24.58917,0
AL008,2003-06-25T00:00:00,24.3775,0
AL008,2003-06-26T00:00:00,24.76917,0
AL008,2003-06-27T00:00:00,23.49375,0
AL008,2003-06-28T00:00:00,22.18042,0
AL008,2003-06-29T00:00:00,23.965,0
AL008,2003-06-30T00:00:00,21.75667,0
AL008,2003-07-01T00:00:00,22.20292,0
AL008,2003-07-02T00:00:00,22.02083,0
AL008,2003-07-03T00:00:00,22.42001,0
AL008,2003-07-04T00:00:00,24.19167,0
AL008,2003-07-05T00:00:00,24.56625,0
AL008,2003-07-06T00:00:00,25.90417,0
AL008,2003-07-07T00:00:00,26.75167,0
AL008,2003-07-08T00:00:00,27.43791,0
AL008,2003-07-09T00:00:00,27.83459,0
AL008,2003-07-10T00:00:00,28.63583,0
AL008,2003-07-11T00:00:00,27.755,0
AL008,2003-07-12T00:00:00,23.77875,0
AL008,2003-07-13T00:00:00,21.88,0
AL008,2003-07-14T00:00:00,22.67375,0
AL008,2003-07-15T00:00:00,22.17542,0
AL008,2003-07-16T00:00:00,22.46249,0
AL008,2003-07-17T00:00:00,24.42208,0
AL008,2003-07-18T00:00:00,27.21124,0
AL008,2003-07-19T00:00:00,29.41167,0
AL008,2003-07-20T00:00:00,27.68292,0
AL008,2003-07-21T00:00:00,25.495,0
AL008,2003-07-22T00:00:00,26.22667,0
AL008,2003-07-23T00:00:00,26.15917,0
AL008,2003-07-24T00:00:00,25.54208,0
AL008,2003-07-25T00:00:00,26.83208,0
AL008,2003-07-26T00:00:00,27.85625,0
AL008,2003-07-27T00:00:00,27.64333,0
AL008,2003-07-28T00:00:00,28.67667,0
AL008,2003-07-29T00:00:00,28.48375,0
AL008,2003-07-30T00:00:00,30.4475,0
AL008,2003-07-31T00:00:00,32.77584,0
AL008,2003-08-01T00:00:00,27.35792,0
AL008,2003-08-02T00:00:00,22.95125,0
AL008,2003-08-03T00:00:00,22.42792,0
AL008,2003-08-04T00:00:00,21.81917,0
AL008,2003-08-05T00:00:00,21.56083,0
AL008,2003-08-06T00:00:00,21.53625,0
AL008,2003-08-07T00:00:00,21.89125,0
AL008,2003-08-08T00:00:00,22.44875,0
AL008,2003-08-09T00:00:00,22.65542,0
AL008,2003-08-10T00:00:00,22.70083,0
AL008,2003-08-11T00:00:00,22.58291,0
AL008,2003-08-12T00:00:00,22.20042,0
AL008,2003-08-13T00:00:00,22.61708,0
AL008,2003-08-14T00:00:00,24.21208,0
AL008,2003-08-15T00:00:00,25.24375,0
AL008,2003-08-16T00:00:00,23.53292,0
AL008,2003-08-17T00:00:00,22.84,0
AL008,2003-08-18T00:00:00,21.46625,0
AL008,2003-08-19T00:00:00,22.25,0
AL008,2003-08-20T00:00:00,22.37125,1.4
AL008,2003-08-21T00:00:00,20.91167,1.6
AL008,2003-08-22T00:00:00,20.65875,0
AL008,2003-08-23T00:00:00,22.53125,0
AL008,2003-08-24T00:00:00,23.545,0
AL008,2003-08-25T00:00:00,22.83917,0
AL008,2003-08-26T00:00:00,23.17333,0
AL008,2003-08-27T00:00:00,22.875,0
AL008,2003-08-28T00:00:00,21.25333,0
AL008,2003-08-29T00:00:00,19.8425,0
AL008,2003-08-30T00:00:00,21.7175,0
AL008,2003-08-31T00:00:00,23.8,0
AL008,2003-09-01T00:00:00,22.16708,0
AL008,2003-09-02T00:00:00,20.43875,0
AL008,2003-09-03T00:00:00,18.99833,0
AL008,2003-09-04T00:00:00,17.2925,9.599999
AL008,2003-09-05T00:00:00,19.53542,0
AL008,2003-09-06T00:00:00,18.81042,0
AL008,2003-09-07T00:00:00,19.76958,0.2
AL008,2003-09-08T00:00:00,20.71292,0
AL008,2003-09-09T00:00:00,19.48208,0
AL008,2003-09-10T00:00:00,17.1825,0
AL008,2003-09-11T00:00:00,17.75917,0
AL008,2003-09-12T00:00:00,17.725,0
AL008,2003-09-13T00:00:00,16.27291,0.2
AL008,2003-09-14T00:00:00,17.38,0.6
AL008,2003-09-15T00:00:00,14.99833,0.2
AL008,2003-09-16T00:00:00,13.53479,0
AL008,2003-09-17T00:00:00,14.39763,0.2
AL008,2003-09-18T00:00:00,15.53042,0.2
AL008,2003-09-19T00:00:00,15.79625,0
AL008,2003-09-20T00:00:00,17.22083,0
AL008,2003-09-21T00:00:00,18.15583,0.2
AL008,2003-09-22T00:00:00,17.38625,1
AL008,2003-09-23T00:00:00,15.44625,0
AL008,2003-09-24T00:00:00,16.035,0.2
AL008,2003-09-25T00:00:00,15.45208,0.2
AL008,2003-09-26T00:00:00,15.69875,0.2
AL008,2003-09-27T00:00:00,18.03959,0
AL008,2003-09-28T00:00:00,19.50167,0
AL008,2003-09-29T00:00:00,18.16917,0
AL008,2003-09-30T00:00:00,18.31125,0
AL008,2003-10-01T00:00:00,18.3025,0
AL008,2003-10-02T00:00:00,17.30292,0
AL008,2003-10-03T00:00:00,16.04042,0
AL008,2003-10-04T00:00:00,15.43833,0.2
AL008,2003-10-05T00:00:00,14.03292,0
AL008,2003-10-06T00:00:00,11.13083,10.8
AL008,2003-10-07T00:00:00,12.59458,29.6
AL008,2003-10-08T00:00:00,14.62917,0.2
AL008,2003-10-09T00:00:00,13.78666,0.2
AL008,2003-10-10T00:00:00,13.87542,0.4
AL008,2003-10-11T00:00:00,13.67542,0.4
AL008,2003-10-12T00:00:00,15.12917,0.2
AL008,2003-10-13T00:00:00,14.15625,0.2
AL008,2003-10-14T00:00:00,12.76167,5.8
AL008,2003-10-15T00:00:00,12.91458,0.2
AL008,2003-10-16T00:00:00,12.27,0.2
AL008,2003-10-17T00:00:00,10.515,9.799999
AL008,2003-10-18T00:00:00,11.42917,0
AL008,2003-10-19T00:00:00,11.60625,0.2
AL008,2003-10-20T00:00:00,12.4275,0
AL008,2003-10-21T00:00:00,11.97458,0.8
AL008,2003-10-22T00:00:00,11.39333,0
AL008,2003-10-23T00:00:00,8.188625,0
AL008,2003-10-24T00:00:00,6.602376,0
AL008,2003-10-25T00:00:00,7.69575,7
AL008,2003-10-26T00:00:00,10.89,1
AL008,2003-10-27T00:00:00,9.925124,7
AL008,2003-10-28T00:00:00,10.48958,0.2
AL008,2003-10-29T00:00:00,10.75083,0
AL008,2003-10-30T00:00:00,9.0325,0
AL008,2003-10-31T00:00:00,8.331211,1.8
AL008,2003-11-01T00:00:00,6.973042,0
AL008,2003-11-02T00:00:00,8.1305,0
AL008,2003-11-03T00:00:00,8.465249,0
AL008,2003-11-04T00:00:00,7.324167,0
AL008,2003-11-05T00:00:00,9.904584,0
AL008,2003-11-06T00:00:00,9.85375,0
AL008,2003-11-07T00:00:00,11.03375,0
AL008,2003-11-08T00:00:00,14.09083,0
AL008,2003-11-09T00:00:00,12.44209,0
AL008,2003-11-10T00:00:00,9.975831,0.6
AL008,2003-11-11T00:00:00,8.675125,0.4
AL008,2003-11-12T00:00:00,9.801457,0
AL008,2003-11-13T00:00:00,9.627749,0
AL008,2003-11-14T00:00:00,9.24525,0.2
AL008,2003-11-15T00:00:00,7.507082,11.6
AL008,2003-11-16T00:00:00,7.546042,5.6
AL008,2003-11-17T00:00:00,8.502501,1
AL008,2003-11-18T00:00:00,7.719125,35.2
AL008,2003-11-19T00:00:00,8.559791,13.4
AL008,2003-11-20T00:00:00,9.01375,0.2
AL008,2003-11-21T00:00:00,8.325957,0.2
AL008,2003-11-22T00:00:00,8.350333,0
AL008,2003-11-23T00:00:00,7.072041,0.8
AL008,2003-11-24T00:00:00,5.421083,0
AL008,2003-11-25T00:00:00,6.271334,0.2
AL008,2003-11-26T00:00:00,5.807959,0
AL008,2003-11-27T00:00:00,6.374666,1
AL008,2003-11-28T00:00:00,3.648333,0
AL008,2003-11-29T00:00:00,5.774458,0
AL008,2003-11-30T00:00:00,6.524791,0
AL008,2003-12-01T00:00:00,4.411874,2
AL008,2003-12-02T00:00:00,1.76975,0
AL008,2003-12-03T00:00:00,0.7623334,0
AL008,2003-12-04T00:00:00,2.102334,1.6
AL008,2003-12-05T00:00:00,5.436957,1
AL008,2003-12-06T00:00:00,5.293708,0.2
AL008,2003-12-07T00:00:00,5.953999,0.2
AL008,2003-12-08T00:00:00,5.313667,0
AL008,2003-12-09T00:00:00,4.447125,23.8
AL008,2003-12-10T00:00:00,2.736208,15.8
AL008,2003-12-11T00:00:00,3.670417,0
AL008,2003-12-12T00:00:00,7.291375,0
AL008,2003-12-13T00:00:00,7.714208,0
AL008,2003-12-14T00:00:00,9.578918,0.2
AL008,2003-12-15T00:00:00,9.308875,0
AL008,2003-12-16T00:00:00,5.306292,0.2
AL008,2003-12-17T00:00:00,5.043334,0
AL008,2003-12-18T00:00:00,5.883459,0.2
AL008,2003-12-19T00:00:00,7.094041,0
AL008,2003-12-20T00:00:00,7.295082,0
AL008,2003-12-21T00:00:00,10.54671,0
AL008,2003-12-22T00:00:00,7.146541,0
AL008,2003-12-23T00:00:00,1.467875,0
AL008,2003-12-24T00:00:00,2.015875,0
AL008,2003-12-25T00:00:00,1.525,0
AL008,2003-12-26T00:00:00,3.175291,0.2
AL008,2003-12-27T00:00:00,7.251957,0
AL008,2003-12-28T00:00:00,5.642958,3.4
AL008,2003-12-29T00:00:00,2.040541,0
AL008,2003-12-30T00:00:00,5.113,0
AL008,2003-12-31T00:00:00,6.371874,0
AL008,2004-01-01T00:00:00,6.593917,0
AL008,2004-01-02T00:00:00,6.086416,0
AL008,2004-01-03T00:00:00,3.800917,0
AL008,2004-01-04T00:00:00,4.077916,0
AL008,2004-01-05T00:00:00,3.872417,0
AL008,2004-01-06T00:00:00,4.588334,0
AL008,2004-01-07T00:00:00,4.791084,0
AL008,2004-01-08T00:00:00,7.599751,0
AL008,2004-01-09T00:00:00,8.584167,0
AL008,2004-01-10T00:00:00,10.1625,0
AL008,2004-01-11T00:00:00,9.829582,0
AL008,2004-01-12T00:00:00,8.808333,0
AL008,2004-01-13T00:00:00,10.2945,0
AL008,2004-01-14T00:00:00,6.504083,0
AL008,2004-01-15T00:00:00,6.293875,0
AL008,2004-01-16T00:00:00,7.49275,0
AL008,2004-01-17T00:00:00,6.4825,0
AL008,2004-01-18T00:00:00,3.416125,0.4
AL008,2004-01-19T00:00:00,1.063875,0
AL008,2004-01-20T00:00:00,1.358541,0
AL008,2004-01-21T00:00:00,4.28275,0
AL008,2004-01-22T00:00:00,6.015417,0
AL008,2004-01-23T00:00:00,7.173084,0
AL008,2004-01-24T00:00:00,9.836292,0
AL008,2004-01-25T00:00:00,8.630917,0
AL008,2004-01-26T00:00:00,7.946125,0
AL008,2004-01-27T00:00:00,8.414498,0.4
AL008,2004-01-28T00:00:00,6.643335,5.8
AL008,2004-01-29T00:00:00,2.295583,0
AL008,2004-01-30T00:00:00,3.318542,0
AL008,2004-01-31T00:00:00,6.525542,0.8
AL008,2004-02-01T00:00:00,9.769793,0
AL008,2004-02-02T00:00:00,9.238334,0
AL008,2004-02-03T00:00:00,8.567667,0.2
AL008,2004-02-04T00:00:00,7.976833,0.2
AL008,2004-02-05T00:00:00,7.112709,0
AL008,2004-02-06T00:00:00,7.237208,0
AL008,2004-02-07T00:00:00,8.052709,0
AL008,2004-02-08T00:00:00,3.419125,0.2
AL008,2004-02-09T00:00:00,3.462458,0.2
AL008,2004-02-10T00:00:00,5.332625,0
AL008,2004-02-11T00:00:00,5.493208,0
AL008,2004-02-12T00:00:00,8.173543,0.2
AL008,2004-02-13T00:00:00,5.497917,0
AL008,2004-02-14T00:00:00,6.033375,0
AL008,2004-02-15T00:00:00,7.688541,0
AL008,2004-02-16T00:00:00,7.054667,0
AL008,2004-02-17T00:00:00,4.993375,0
AL008,2004-02-18T00:00:00,4.20575,0
AL008,2004-02-19T00:00:00,3.164791,0.6
AL008,2004-02-20T00:00:00,3.911708,7.8
